  QueueTimes | ServiceTimes | SojournTimes
       0.084 |     2322.394 |     2322.479
       0.095 |     2019.950 |     2020.045
       0.064 |     1350.145 |     1350.209
       0.086 |     2739.198 |     2739.284
       0.098 |      392.550 |      392.648
       0.121 |      534.160 |      534.280
       0.095 |      601.918 |      602.013
       0.079 |     2602.441 |     2602.520
       0.086 |     2610.506 |     2610.592
       0.123 |      673.111 |      673.233
       0.113 |      767.155 |      767.268
       0.074 |     1331.298 |     1331.373
       0.109 |      345.432 |      345.541
       0.072 |     1176.609 |     1176.680
       0.128 |     2540.732 |     2540.860
       0.088 |     2137.530 |     2137.618
       0.087 |     2231.820 |     2231.906
       0.111 |      953.321 |      953.432
       0.079 |     1620.256 |     1620.335
       0.091 |     1457.780 |     1457.871
       0.098 |     1794.044 |     1794.142
       0.130 |     1660.800 |     1660.930
       0.087 |     1229.909 |     1229.996
       0.117 |     3587.333 |     3587.449
       0.082 |     1619.167 |     1619.249
       0.088 |     1161.133 |     1161.221
       0.100 |      846.937 |      847.037
       0.107 |      189.140 |      189.247
       0.069 |     1058.101 |     1058.170
       0.091 |      701.460 |      701.552
       0.093 |     1000.603 |     1000.696
       0.070 |     4551.877 |     4551.947
       0.114 |     1294.168 |     1294.282
       0.100 |      285.306 |      285.406
       0.095 |      811.841 |      811.937
       0.102 |      297.431 |      297.533
       0.070 |      353.327 |      353.397
       0.111 |     1283.500 |     1283.611
       0.092 |      897.183 |      897.275
       0.114 |     1289.319 |     1289.433
       0.096 |      781.181 |      781.277
       0.105 |     1721.538 |     1721.643
       0.091 |      441.833 |      441.924
       0.093 |     2170.909 |     2171.002
       0.105 |     1135.817 |     1135.922
       0.107 |      743.795 |      743.902
       0.119 |     1987.275 |     1987.395
       0.127 |     3500.105 |     3500.232
       0.084 |      961.081 |      961.165
       0.106 |      335.976 |      336.081
       0.075 |      512.173 |      512.249
       0.081 |     2355.852 |     2355.933
       0.085 |     1491.948 |     1492.033
       0.099 |      702.782 |      702.881
       0.107 |     3508.539 |     3508.647
       0.114 |     1076.838 |     1076.952
       0.094 |     1169.215 |     1169.309
       0.102 |     1312.772 |     1312.874
       0.099 |      367.041 |      367.140
       0.105 |     1037.970 |     1038.076
       0.085 |     1122.557 |     1122.642
       0.106 |     2153.356 |     2153.462
       0.094 |      513.410 |      513.503
       0.076 |      376.204 |      376.280
       0.099 |      585.729 |      585.828
       0.109 |     1372.036 |     1372.145
       0.115 |      701.521 |      701.635
       0.075 |     1288.506 |     1288.581
       0.091 |     1621.977 |     1622.067
       0.066 |      962.421 |      962.487
       0.101 |      578.892 |      578.993
       0.109 |      589.071 |      589.180
       0.093 |     1266.431 |     1266.524
       0.107 |     2184.770 |     2184.877
       0.100 |     1329.197 |     1329.297
       0.108 |      402.896 |      403.005
       0.109 |      917.213 |      917.322
       0.109 |     1248.517 |     1248.625
       0.105 |      386.493 |      386.598
       0.069 |      277.418 |      277.487
       0.081 |      452.828 |      452.910
       0.087 |      468.069 |      468.157
       0.111 |     1023.732 |     1023.843
       0.078 |      806.424 |      806.503
       0.105 |     1948.789 |     1948.894
       0.109 |     1624.025 |     1624.134
       0.101 |     1237.399 |     1237.501
       0.104 |      873.663 |      873.767
       0.106 |      387.286 |      387.392
       0.091 |     4120.457 |     4120.548
       0.095 |     2555.764 |     2555.859
       0.097 |      423.009 |      423.106
       0.098 |     1813.049 |     1813.147
       0.071 |      301.915 |      301.986
       0.107 |      716.210 |      716.317
       0.086 |     1671.534 |     1671.620
       0.104 |      594.888 |      594.992
       0.081 |     1444.012 |     1444.093
       0.106 |     1768.915 |     1769.021
       0.072 |     2337.906 |     2337.978
       0.099 |      211.954 |      212.054
       0.072 |      862.041 |      862.113
       0.107 |     1751.568 |     1751.675
       0.100 |     1065.420 |     1065.520
       0.080 |     1629.264 |     1629.343
       0.072 |     3095.155 |     3095.227
       0.107 |     1505.518 |     1505.625
       0.095 |      368.139 |      368.233
       0.079 |     1879.164 |     1879.243
       0.106 |      720.218 |      720.323
     155.313 |      667.702 |      823.015
       0.119 |     1179.145 |     1179.264
       0.142 |      971.446 |      971.588
       0.081 |     2224.920 |     2225.001
       0.076 |     1782.578 |     1782.654
       0.081 |      762.541 |      762.622
       0.291 |      315.893 |      316.184
       0.077 |      932.292 |      932.369
       0.080 |      660.644 |      660.725
       0.070 |     1183.989 |     1184.059
       0.091 |     1142.150 |     1142.241
       0.092 |      648.086 |      648.179
       0.095 |     1170.937 |     1171.032
       0.106 |     1486.708 |     1486.813
       0.109 |     1087.813 |     1087.922
       0.066 |     1290.898 |     1290.964
       0.076 |     2910.444 |     2910.521
       0.122 |     1764.836 |     1764.958
       0.077 |     1393.541 |     1393.617
       0.083 |     1522.065 |     1522.148
       0.112 |     2390.884 |     2390.996
       0.085 |     1189.683 |     1189.768
       0.107 |     1220.623 |     1220.730
      89.334 |     2440.544 |     2529.877
       0.071 |      307.791 |      307.862
       0.081 |      421.469 |      421.550
       0.090 |     1421.651 |     1421.741
       0.833 |      742.042 |      742.876
       0.079 |     2417.165 |     2417.243
       0.069 |      628.600 |      628.668
       0.087 |     1179.806 |     1179.893
       0.087 |     1400.357 |     1400.444
       0.103 |      615.183 |      615.287
       0.084 |      442.486 |      442.569
       0.716 |      880.584 |      881.300
       0.108 |     2432.456 |     2432.565
       0.108 |      833.367 |      833.475
       0.075 |     1290.088 |     1290.162
       0.093 |     2700.893 |     2700.986
       0.092 |      989.001 |      989.094
       0.107 |     2338.534 |     2338.641
       0.091 |     1448.134 |     1448.226
       0.132 |      227.199 |      227.332
       0.083 |     1623.313 |     1623.396
       0.077 |      830.456 |      830.533
       0.092 |     1549.634 |     1549.726
       0.082 |     1000.525 |     1000.607
       0.089 |      508.770 |      508.859
       0.104 |     2748.565 |     2748.669
       0.115 |      915.424 |      915.539
       0.108 |     2328.181 |     2328.288
       0.080 |      743.333 |      743.414
       0.068 |      729.874 |      729.942
       0.123 |     1195.445 |     1195.568
       0.092 |      465.118 |      465.210
       0.127 |     1251.122 |     1251.249
       0.119 |      926.807 |      926.926
       0.104 |      807.756 |      807.860
       0.095 |     1446.196 |     1446.291
       0.109 |      592.772 |      592.880
       0.090 |      370.347 |      370.436
       0.089 |      650.221 |      650.310
       0.069 |      471.505 |      471.574
       0.099 |      523.471 |      523.570
       0.150 |      329.862 |      330.012
       0.109 |     1002.313 |     1002.422
       0.110 |     1146.886 |     1146.996
       0.097 |      429.175 |      429.272
     129.950 |      388.815 |      518.765
       0.099 |      882.774 |      882.873
       0.114 |     1046.598 |     1046.712
       0.060 |      787.545 |      787.606
       0.092 |      548.854 |      548.946
       0.121 |      518.636 |      518.757
       0.069 |      159.245 |      159.314
       0.090 |     1239.743 |     1239.833
       0.070 |     1461.295 |     1461.365
       0.060 |     1136.755 |     1136.815
       0.111 |     1087.090 |     1087.201
       0.090 |      589.420 |      589.510
       0.080 |     1312.948 |     1313.028
       0.082 |      914.357 |      914.439
       0.069 |      776.265 |      776.334
       0.088 |      764.433 |      764.521
       0.085 |      769.042 |      769.126
       0.124 |      892.716 |      892.840
       0.085 |     1582.480 |     1582.565
       0.126 |     2001.786 |     2001.913
       0.065 |      626.838 |      626.903
       0.111 |     2139.728 |     2139.838
       0.102 |     2028.600 |     2028.701
       0.080 |      315.696 |      315.776
       0.108 |      922.018 |      922.126
       0.104 |      539.904 |      540.009
       0.106 |     1349.704 |     1349.810
       0.165 |      444.773 |      444.938
       0.087 |     1384.282 |     1384.369
       0.088 |      736.615 |      736.703
       0.074 |      364.084 |      364.158
       0.086 |     1027.820 |     1027.906
       0.099 |      360.059 |      360.157
       0.079 |     3220.955 |     3221.033
       0.084 |      455.450 |      455.535
       0.116 |     1126.766 |     1126.883
       0.092 |     1365.512 |     1365.604
     135.106 |     3202.291 |     3337.397
       0.092 |      932.159 |      932.251
       0.110 |      756.395 |      756.505
       0.113 |      153.853 |      153.966
       0.072 |     1060.088 |     1060.160
       0.126 |      849.922 |      850.048
       0.078 |      393.598 |      393.676
       0.112 |     1552.834 |     1552.946
       0.115 |     1232.597 |     1232.712
       0.091 |     1164.492 |     1164.583
       0.102 |      754.318 |      754.420
       0.079 |      639.904 |      639.983
       0.070 |     1347.110 |     1347.180
       0.109 |      315.076 |      315.185
       0.093 |      720.835 |      720.928
      47.336 |      823.837 |      871.172
       0.078 |     1552.601 |     1552.679
       0.087 |     1162.552 |     1162.639
       0.085 |      648.283 |      648.368
       0.106 |      367.056 |      367.162
       0.108 |      953.921 |      954.029
       0.113 |     1345.295 |     1345.408
       0.074 |      642.148 |      642.223
       0.075 |      791.129 |      791.204
       0.092 |      607.127 |      607.218
      33.116 |     1001.302 |     1034.418
       0.106 |     1171.123 |     1171.229
       0.089 |     2130.027 |     2130.116
       0.067 |     1915.900 |     1915.967
       0.110 |     1558.156 |     1558.265
       0.080 |     1286.149 |     1286.229
       0.098 |      718.520 |      718.617
       0.080 |      709.616 |      709.695
       0.071 |     1608.587 |     1608.658
       0.114 |     1694.854 |     1694.968
       0.082 |     1876.694 |     1876.775
       0.091 |      698.471 |      698.561
       0.095 |     2882.484 |     2882.580
       0.112 |     2025.532 |     2025.644
       0.073 |      922.556 |      922.630
       0.111 |      517.710 |      517.820
       0.081 |     1055.383 |     1055.464
       0.123 |     2781.319 |     2781.442
       0.083 |     1519.450 |     1519.533
       0.087 |     1637.711 |     1637.798
       0.089 |     1265.197 |     1265.285
       0.093 |      277.395 |      277.489
      35.303 |      298.678 |      333.981
       0.102 |      571.503 |      571.605
       0.082 |     1022.966 |     1023.048
       0.353 |     2248.074 |     2248.427
       0.076 |     1861.931 |     1862.007
      26.293 |      487.998 |      514.291
       0.111 |     1211.794 |     1211.904
       0.080 |      742.295 |      742.376
       0.082 |     2032.675 |     2032.756
       0.090 |     1491.080 |     1491.170
       0.087 |      749.992 |      750.079
       0.092 |     1379.917 |     1380.009
       0.123 |      266.216 |      266.340
       0.079 |      476.047 |      476.126
       0.071 |      941.303 |      941.374
       0.075 |     1671.618 |     1671.693
       0.076 |     1298.610 |     1298.686
       0.087 |     1301.983 |     1302.070
       0.118 |      678.209 |      678.327
       0.112 |      800.391 |      800.503
       0.117 |     1981.891 |     1982.008
       0.069 |      674.236 |      674.305
       0.126 |      790.634 |      790.760
       0.106 |      265.802 |      265.908
       0.116 |      211.273 |      211.390
       0.111 |      670.973 |      671.084
       0.064 |      579.350 |      579.414
       0.109 |      213.360 |      213.469
       0.092 |     4864.064 |     4864.156
       0.091 |      458.928 |      459.019
       0.084 |      829.558 |      829.641
       0.111 |     3349.053 |     3349.164
       0.117 |      538.041 |      538.158
       2.525 |     2011.304 |     2013.829
       0.108 |      708.433 |      708.541
       0.081 |      919.902 |      919.983
       0.090 |     1470.819 |     1470.909
       0.070 |      383.669 |      383.739
       0.083 |     1114.961 |     1115.043
       0.071 |     2280.028 |     2280.099
       0.113 |      495.990 |      496.103
       0.071 |     1044.878 |     1044.949
       0.091 |      847.047 |      847.139
       0.076 |     2366.660 |     2366.736
       0.122 |     1447.588 |     1447.710
       0.105 |      758.123 |      758.227
       0.110 |     1678.568 |     1678.679
       0.093 |     2584.345 |     2584.438
       0.118 |     1500.595 |     1500.714
       0.098 |      832.035 |      832.132
       0.075 |     1114.539 |     1114.614
       0.115 |     2413.567 |     2413.682
       0.104 |     1184.817 |     1184.922
       0.103 |     1468.529 |     1468.631
       0.093 |     2606.864 |     2606.957
       0.107 |      630.622 |      630.730
       0.091 |     2037.445 |     2037.537
       0.114 |      607.780 |      607.894
       0.094 |     1726.826 |     1726.920
       0.127 |     2213.745 |     2213.872
       0.088 |     5545.820 |     5545.907
       0.109 |      719.191 |      719.300
       0.083 |     1531.812 |     1531.894
       0.106 |      652.699 |      652.805
       0.073 |     2587.444 |     2587.517
       0.730 |      750.855 |      751.585
     154.808 |     1733.698 |     1888.506
       0.097 |     1583.882 |     1583.979
       0.125 |     1147.984 |     1148.108
       0.115 |      388.571 |      388.686
       0.090 |     2278.781 |     2278.872
       0.116 |      426.207 |      426.323
       0.076 |      809.838 |      809.914
       0.106 |      395.594 |      395.699
       0.104 |      568.534 |      568.638
       0.086 |     1128.330 |     1128.416
       0.139 |     1747.928 |     1748.067
       0.081 |      544.265 |      544.346
       0.086 |     2616.367 |     2616.452
       0.075 |      316.647 |      316.722
       0.079 |     1756.181 |     1756.260
       0.118 |     1080.702 |     1080.821
       0.070 |     1118.352 |     1118.422
       0.077 |     1497.272 |     1497.350
      19.620 |     2927.395 |     2947.014
       0.086 |     2381.338 |     2381.424
       0.089 |     1928.001 |     1928.090
       0.093 |     1195.165 |     1195.258
       0.087 |      857.913 |      858.000
       0.074 |     1063.944 |     1064.018
       0.105 |      466.912 |      467.017
       0.119 |     1351.817 |     1351.935
       0.086 |      843.697 |      843.783
       0.074 |      560.891 |      560.965
       0.086 |     3561.121 |     3561.207
       0.109 |     1197.359 |     1197.468
       0.105 |      856.778 |      856.883
       0.106 |     1000.270 |     1000.376
       0.074 |     1173.644 |     1173.718
       0.081 |      923.874 |      923.954
       0.091 |     3374.138 |     3374.230
       0.116 |     2659.099 |     2659.215
       0.078 |     1493.340 |     1493.419
       0.092 |     1823.356 |     1823.448
       0.092 |     1958.787 |     1958.879
       0.090 |     1739.020 |     1739.110
       0.085 |     2122.805 |     2122.890
       0.109 |      865.822 |      865.931
       0.099 |      642.004 |      642.103
       0.077 |      751.918 |      751.995
       0.088 |     1903.004 |     1903.093
       0.094 |     1868.269 |     1868.363
       0.073 |     1168.198 |     1168.271
       0.124 |      874.165 |      874.289
       0.100 |      301.447 |      301.548
       0.090 |      550.853 |      550.943
       0.097 |     3282.078 |     3282.175
       0.126 |      549.847 |      549.973
       0.115 |      993.408 |      993.523
       0.107 |      622.669 |      622.776
       0.095 |     2223.894 |     2223.988
       0.080 |      361.830 |      361.910
       3.879 |     1745.945 |     1749.824
       0.113 |      979.420 |      979.533
       0.093 |      967.199 |      967.292
       0.102 |     1526.649 |     1526.750
       0.088 |      477.185 |      477.273
       0.071 |     1063.078 |     1063.148
       0.098 |      825.171 |      825.269
       0.109 |      742.044 |      742.153
       0.077 |      371.415 |      371.492
       0.105 |      891.447 |      891.552
       0.104 |     1517.986 |     1518.090
       0.076 |     1644.997 |     1645.073
       0.081 |      628.013 |      628.094
       0.156 |     2092.618 |     2092.774
       0.083 |      230.854 |      230.937
       0.098 |     1761.299 |     1761.397
       0.105 |      327.233 |      327.339
       0.124 |     1117.229 |     1117.353
       0.080 |     2094.665 |     2094.745
       0.111 |     3774.472 |     3774.583
       0.076 |      431.471 |      431.547
       0.092 |      412.905 |      412.998
       0.122 |     2174.951 |     2175.073
       0.089 |      778.569 |      778.658
       0.087 |      333.351 |      333.438
       0.100 |      136.860 |      136.960
       0.115 |      880.515 |      880.629
       0.095 |      769.845 |      769.941
       0.085 |     1382.941 |     1383.026
       0.081 |     1298.236 |     1298.317
       0.122 |     1919.825 |     1919.947
       0.100 |      789.453 |      789.553
       0.076 |     1767.974 |     1768.049
       0.094 |      755.336 |      755.430
       0.115 |     3149.506 |     3149.621
       0.109 |     1516.367 |     1516.476
       0.072 |     2716.655 |     2716.727
       0.077 |     1559.355 |     1559.432
       0.073 |     2071.835 |     2071.908
       0.110 |      832.599 |      832.710
       0.077 |      654.428 |      654.505
       0.086 |     3476.505 |     3476.591
       0.070 |      707.439 |      707.509
       0.076 |     1156.124 |     1156.200
       0.113 |      614.340 |      614.453
       0.081 |      907.955 |      908.035
       0.103 |     1875.595 |     1875.697
       0.104 |      327.880 |      327.983
       0.109 |     1528.546 |     1528.655
       0.116 |      843.240 |      843.357
       0.108 |     1409.230 |     1409.338
       0.101 |     2547.042 |     2547.143
       0.107 |     1248.657 |     1248.765
       0.105 |      803.207 |      803.312
      41.536 |     1149.067 |     1190.603
       0.077 |     2134.648 |     2134.725
      98.754 |     1336.300 |     1435.054
       0.065 |      462.269 |      462.335
       0.091 |     1510.055 |     1510.146
       0.107 |      480.909 |      481.016
       0.107 |      338.916 |      339.023
       0.096 |     2955.949 |     2956.045
       0.110 |      331.773 |      331.883
       0.093 |     2233.325 |     2233.418
       0.094 |     1045.259 |     1045.353
       0.072 |      169.715 |      169.787
       0.069 |     1184.823 |     1184.892
       0.128 |     1277.123 |     1277.251
       0.096 |     1206.044 |     1206.140
       0.118 |     1466.942 |     1467.060
       0.102 |     1322.537 |     1322.639
       0.112 |     1059.680 |     1059.792
       0.072 |     1668.282 |     1668.355
       0.110 |      302.684 |      302.795
       0.095 |     1830.693 |     1830.787
       0.093 |      482.364 |      482.457
       0.085 |      862.600 |      862.684
       0.072 |     1204.328 |     1204.400
       0.092 |     1052.679 |     1052.771
       0.103 |      855.518 |      855.620
       0.072 |     1296.776 |     1296.849
       0.095 |     2472.722 |     2472.817
       0.061 |     1227.007 |     1227.069
       0.076 |     1722.563 |     1722.639
       0.111 |     1294.685 |     1294.797
       0.077 |     1610.592 |     1610.668
       0.114 |      883.588 |      883.702
       0.081 |     1862.368 |     1862.448
       0.086 |     1411.001 |     1411.087
       0.104 |      612.617 |      612.720
       0.093 |     1131.256 |     1131.350
       0.091 |     1563.914 |     1564.005
       0.071 |      380.853 |      380.924
       0.077 |      653.928 |      654.004
       0.077 |     1449.159 |     1449.236
       0.088 |     1369.998 |     1370.086
       0.112 |      392.247 |      392.359
       0.083 |      594.667 |      594.750
       0.089 |      827.416 |      827.504
       0.074 |      921.779 |      921.853
       0.115 |      311.266 |      311.381
       0.090 |      900.365 |      900.455
       0.108 |      616.830 |      616.938
       0.082 |     2295.523 |     2295.605
       0.101 |     1154.621 |     1154.722
       0.106 |     1358.858 |     1358.964
       0.098 |      682.086 |      682.184
       0.076 |      545.541 |      545.618
       0.107 |      631.732 |      631.838
       0.078 |     1599.420 |     1599.498
       0.098 |      749.571 |      749.669
       0.070 |     1979.344 |     1979.414
       0.107 |      587.486 |      587.593
       0.116 |      793.416 |      793.532
       0.091 |      697.096 |      697.187
       0.086 |     1091.237 |     1091.322
       0.085 |     1100.989 |     1101.074
       0.072 |      143.607 |      143.680
       0.112 |      588.953 |      589.065
       0.104 |     1101.739 |     1101.843
       0.093 |     1593.572 |     1593.665
       0.112 |      522.473 |      522.586
       0.098 |     1653.842 |     1653.940
       0.061 |      402.242 |      402.303
       0.112 |      214.851 |      214.963
       0.119 |      892.214 |      892.332
       0.115 |      814.289 |      814.404
       0.090 |     1558.445 |     1558.534
       0.082 |      686.729 |      686.811
       0.090 |     2016.551 |     2016.641
       0.112 |     2941.552 |     2941.664
       0.112 |     2177.602 |     2177.714
       0.113 |     1770.313 |     1770.425
       0.089 |      837.424 |      837.513
       0.067 |      611.483 |      611.550
       0.075 |     1469.207 |     1469.282
       0.078 |     3249.559 |     3249.638
       0.079 |     1176.686 |     1176.765
       0.123 |     1199.427 |     1199.549
       0.082 |     2072.533 |     2072.615
       0.082 |      391.335 |      391.417
       0.071 |      961.187 |      961.257
       0.089 |      398.233 |      398.322
       0.103 |     1982.826 |     1982.930
     371.829 |     1129.690 |     1501.519
       0.091 |     1239.457 |     1239.548
       0.091 |     1318.663 |     1318.754
       0.121 |     1975.584 |     1975.705
       0.098 |     1804.957 |     1805.055
     394.545 |     1289.426 |     1683.970
      33.427 |      525.838 |      559.265
       0.094 |     2933.401 |     2933.495
       0.084 |      648.783 |      648.866
       0.075 |     2458.138 |     2458.212
     179.594 |     1621.323 |     1800.917
       0.078 |     2019.216 |     2019.294
       0.072 |      561.299 |      561.372
       0.081 |     1350.502 |     1350.583
       0.071 |     1066.334 |     1066.405
       0.082 |     1746.323 |     1746.405
       0.089 |     1148.019 |     1148.109
       0.080 |     1542.163 |     1542.243
       0.110 |      502.646 |      502.756
       0.076 |      336.100 |      336.176
       0.110 |      894.694 |      894.804
       0.097 |      371.452 |      371.548
       0.079 |     1965.326 |     1965.405
       0.097 |     1063.828 |     1063.925
       0.106 |     1191.104 |     1191.210
       0.258 |     1763.717 |     1763.975
       0.091 |     2312.999 |     2313.089
       0.080 |     2628.528 |     2628.608
       0.123 |     1784.786 |     1784.908
      69.386 |     2646.819 |     2716.205
       0.104 |      711.670 |      711.773
       0.093 |      986.208 |      986.301
       0.090 |     1041.279 |     1041.369
       0.092 |      476.552 |      476.644
       0.101 |      918.249 |      918.350
       0.089 |     1895.909 |     1895.998
       0.083 |     1742.504 |     1742.586
     314.418 |      519.132 |      833.550
       0.117 |     1244.496 |     1244.613
       0.116 |     2136.032 |     2136.149
       0.112 |     2099.174 |     2099.286
     232.701 |      737.252 |      969.953
       0.100 |     1460.540 |     1460.640
       0.094 |     1389.590 |     1389.683
       0.106 |     2053.084 |     2053.190
       0.082 |     1055.954 |     1056.036
       0.110 |     1007.689 |     1007.799
       0.079 |     1748.804 |     1748.883
       0.077 |      757.211 |      757.287
       0.071 |     1282.145 |     1282.216
       0.088 |     1433.309 |     1433.397
       0.108 |      176.170 |      176.278
       0.114 |     2200.564 |     2200.678
       0.102 |      507.794 |      507.896
       0.090 |      780.010 |      780.100
       0.108 |      615.055 |      615.163
       0.130 |     1946.004 |     1946.135
       0.116 |     1286.022 |     1286.138
       0.106 |      743.824 |      743.930
       0.087 |     2693.328 |     2693.414
       0.112 |     1854.226 |     1854.338
       0.100 |     1049.381 |     1049.480
       0.075 |      580.167 |      580.242
       0.100 |     1598.110 |     1598.210
       0.089 |     1604.619 |     1604.708
       0.109 |     1458.669 |     1458.777
       0.078 |     1414.029 |     1414.108
       0.109 |     2133.786 |     2133.895
       0.087 |     1114.534 |     1114.621
       0.079 |     1247.353 |     1247.432
       0.093 |      681.501 |      681.595
       0.106 |     2023.800 |     2023.906
       0.071 |      517.052 |      517.123
       0.117 |      617.027 |      617.144
       0.095 |     2975.914 |     2976.009
       0.100 |      291.664 |      291.764
       0.108 |      835.729 |      835.838
       0.096 |      356.372 |      356.468
       0.095 |      639.210 |      639.305
       0.112 |      611.901 |      612.013
       0.098 |     1406.718 |     1406.816
       0.071 |     1623.865 |     1623.936
       0.070 |     1000.410 |     1000.480
       0.096 |     1128.863 |     1128.960
       0.111 |     1228.121 |     1228.232
       0.084 |     1452.240 |     1452.324
       0.109 |     1611.517 |     1611.626
       0.108 |     3214.965 |     3215.073
       0.098 |     1371.409 |     1371.507
       0.085 |     2826.593 |     2826.678
       0.112 |     1933.395 |     1933.506
       0.117 |     2537.960 |     2538.077
       0.113 |      738.992 |      739.104
       0.086 |      937.697 |      937.783
       0.078 |     1579.542 |     1579.620
       0.097 |     2866.951 |     2867.048
       0.092 |     4556.667 |     4556.759
       0.123 |      884.704 |      884.827
       0.086 |     2139.228 |     2139.313
       0.087 |      729.474 |      729.561
       0.096 |     2464.816 |     2464.911
       0.091 |     2576.592 |     2576.683
       0.125 |      725.532 |      725.656
       0.070 |      938.217 |      938.287
       0.089 |     1251.499 |     1251.588
       0.123 |      688.417 |      688.541
       0.152 |     1104.675 |     1104.827
       0.101 |     1620.148 |     1620.250
       0.080 |      675.090 |      675.170
       0.113 |      935.927 |      936.039
       0.095 |      620.323 |      620.418
       6.832 |     4816.040 |     4822.872
       0.091 |     3529.542 |     3529.633
       0.111 |      701.904 |      702.015
       0.115 |      676.212 |      676.327
       0.091 |     4036.290 |     4036.381
       0.084 |     1013.811 |     1013.894
       0.083 |     1341.818 |     1341.901
       0.105 |     1534.090 |     1534.195
       0.098 |     2100.805 |     2100.903
       0.119 |     1655.409 |     1655.529
       0.108 |     1038.398 |     1038.506
       0.091 |      119.291 |      119.382
       0.146 |     3802.932 |     3803.079
       0.091 |      424.056 |      424.147
       0.106 |      176.757 |      176.863
       0.097 |      275.648 |      275.745
       0.104 |     1569.384 |     1569.488
       0.110 |      570.186 |      570.296
       0.119 |      803.297 |      803.416
       0.112 |      359.862 |      359.975
       0.116 |      727.949 |      728.064
       0.098 |     1471.776 |     1471.874
       0.108 |      871.870 |      871.978
       0.117 |      148.801 |      148.918
       0.077 |     1506.007 |     1506.084
       0.073 |      303.709 |      303.781
      10.516 |      997.587 |     1008.103
       0.115 |      503.310 |      503.424
       0.077 |     1083.241 |     1083.318
     239.184 |     1521.522 |     1760.706
      42.663 |      166.505 |      209.169
       0.134 |      529.871 |      530.005
      78.576 |      657.620 |      736.196
       0.100 |      881.235 |      881.335
       0.112 |      259.829 |      259.940
       0.105 |     1335.920 |     1336.026
       0.106 |      576.814 |      576.920
       0.113 |     1174.429 |     1174.543
       0.108 |     1197.661 |     1197.769
       0.098 |     1812.504 |     1812.601
       0.067 |     1894.255 |     1894.322
       0.084 |     3740.484 |     3740.568
       0.308 |      766.441 |      766.748
       0.105 |      595.067 |      595.171
      21.647 |     3183.003 |     3204.651
       0.097 |      621.090 |      621.187
       0.417 |      740.031 |      740.448
       0.115 |      504.993 |      505.108
       0.106 |      434.097 |      434.203
       0.100 |     1337.921 |     1338.021
       0.116 |      807.534 |      807.651
       0.112 |     1010.930 |     1011.043
       0.118 |      483.522 |      483.640
       0.110 |     1914.238 |     1914.348
       0.077 |      488.298 |      488.376
       0.117 |     1362.320 |     1362.436
       0.109 |     1459.293 |     1459.401
       0.082 |     1050.924 |     1051.006
       0.075 |     1687.244 |     1687.320
       0.105 |      570.153 |      570.258
       0.113 |      937.209 |      937.322
       0.079 |      737.984 |      738.063
       0.143 |      220.093 |      220.237
       0.131 |      924.417 |      924.547
     147.735 |      310.626 |      458.361
       0.104 |     1356.040 |     1356.144
       0.099 |     1338.799 |     1338.898
      58.368 |      591.038 |      649.407
       0.107 |     1440.379 |     1440.486
       0.077 |     2422.194 |     2422.270
       0.145 |     1048.571 |     1048.716
       0.082 |      795.626 |      795.708
      26.963 |      771.966 |      798.928
       0.085 |      864.665 |      864.751
       0.071 |      890.217 |      890.288
       0.123 |     2097.348 |     2097.472
      64.759 |      406.633 |      471.392
      29.201 |      639.012 |      668.213
       0.105 |     1339.492 |     1339.597
       0.087 |      935.246 |      935.332
       2.158 |      724.393 |      726.551
       0.091 |     1371.677 |     1371.768
       0.119 |      349.209 |      349.327
      40.045 |      812.416 |      852.461
       0.076 |     1337.841 |     1337.917
       0.075 |      395.930 |      396.005
     116.220 |      863.250 |      979.471
       0.109 |     1728.345 |     1728.454
       0.122 |     1893.790 |     1893.913
       0.091 |     1269.178 |     1269.269
       0.084 |     1281.195 |     1281.279
       0.113 |     2504.181 |     2504.295
       0.088 |     1669.866 |     1669.954
       0.075 |      618.556 |      618.631
       0.090 |     1129.841 |     1129.931
       0.085 |     2355.098 |     2355.184
       0.097 |      300.901 |      300.998
       0.081 |     1345.585 |     1345.666
       0.099 |      286.724 |      286.822
       0.131 |     1049.049 |     1049.181
      37.426 |     1935.607 |     1973.033
       0.079 |      335.101 |      335.180
       0.076 |      216.271 |      216.347
       0.105 |      293.317 |      293.423
       0.092 |      565.256 |      565.348
      23.737 |     2933.592 |     2957.330
       0.107 |      461.605 |      461.712
       0.109 |      157.279 |      157.387
       0.120 |      251.491 |      251.612
       0.077 |      766.767 |      766.844
       0.088 |     1066.480 |     1066.568
       0.107 |      399.934 |      400.041
       0.104 |      949.134 |      949.238
       0.102 |     1053.302 |     1053.404
      11.299 |     1740.281 |     1751.580
       0.112 |     1153.966 |     1154.078
       0.116 |      857.930 |      858.046
       0.107 |      743.097 |      743.204
       0.106 |     1185.653 |     1185.758
       0.110 |      278.496 |      278.605
       0.106 |      938.917 |      939.024
       0.100 |     1092.543 |     1092.644
       0.086 |      338.858 |      338.945
       0.109 |      648.452 |      648.562
       0.104 |      885.697 |      885.801
       0.093 |      304.844 |      304.937
       0.109 |     1515.585 |     1515.695
       0.075 |     1053.388 |     1053.463
       0.078 |      456.936 |      457.015
       0.114 |      856.554 |      856.669
       0.109 |     2438.409 |     2438.519
       0.108 |      968.904 |      969.011
       0.080 |      851.991 |      852.071
       0.107 |     1299.065 |     1299.172
